content,score,label
Banyak ikaln ganggu,5,positif
proses cepat & tidak ribet.,5,positif
"Tokopedia sering eror ketika saya ketik pencarian lalu saya klik maka langsung eror gak kebuka pencariannya. saya jd kecewa dan akhirnya Tokopedia jd sangat jarang sekali saya buka, sebab saya kecewa dengan pencarian nya yg suka eror gak kebuka",1,negatif
mantap,5,positif
banyak diskon barang 🅑🅐🅖🅤🅢,5,positif
"greget sama ni aplikasi baru pakai dah dibikin males mau checkout barang pakai promo pengguna baru error mulu transaksi gagal kaga ada penjelasan karna apa,cs juga respon gajelas tolong dah ini klo ga niat ngasih diskon gausah sok",1,negatif
aplikasi paya q salh pilih produk GK bisa d batalkan,1,negatif
"sering lag, gabisa blokir pengguna lain, mempersulit untuk menghindari chat spam promo",3,netral
kasih 4 dulu,4,positif
dpt diskon y gede bgttt,5,positif
gajelas selalu gagal pickup setiap beli,1,negatif
Sangat mengecewakan,1,negatif
bagus sesuai pesanan,5,positif
ada yg aneh sama aplikasi ini masa estimasi tiba 6 hari udah 3 hari pesanan diproses terus ga di kirim kirim,4,positif
ok. bagus,5,positif
Memudahkan bisa pembayaran menggunakan DANA,5,positif
HANCUR,1,negatif
mantap,5,positif
"apk gj lagi maen epep di spam notif tll, asal lagi ga main malah gada notif lawak ajg",1,negatif
☝️,1,negatif
"percuma langganan plus, ada kendala juga yang katanya prioritas tp tanpa solusi.",1,negatif
ÀPLIKASI ini sangat membantu kita untuk belanja,5,positif
ongkirnya terlalu mahal,2,negatif
bagus,5,positif
refund dan pembatalan gak ribet kayak sh**ee,5,positif
dari sekian banyak saya chat toko untuk tanyakan kesediaan barang tapi tidak pernah dibalas (baru 1 yang balas). memangnya kita ini mau jual beli tidak bisa tanya barang yang mau dibeli kah?,3,netral
Bagus dan aku suka sangat suka,4,positif
bagus selalu belanja di aplikasi,5,positif
ok,5,positif
"makin kacau. tagihan gopaylater sulit dicari. sengaja biar lupa? lalu banyak tampilan yang makin tidak karuan. apalagi bagian promo dan tampilan ""paylater, bayar"".",3,netral
aplikasi suka error tidak ada perbaikan sama sekali,1,negatif
"makin jelek Tokopedia, mau beli obat dibikin semakin ribet,ga bisa co dari pembelian sebelumnya yg sudah pernah dan pasti harga obatnya,giliran sekarang harus ikut resep dokter,mana harga obatnya ga ngotak lagi,dari yg biasa saya pilih cuma 100 ribu kurang,, lah ini sampai 400 an ribu",1,negatif
"pembelian obat saat ini harus chat dokter, obatnya resep dari dokter spesialis. dokter dr tokped dokter umum. terusssss gabisa milih obat dr toko yang kita mau, diarahinnya ke apotek yang harganya ga affordable.",3,netral
"akhir2 ini tokped banyak mengecewakan, pesan same day bahkan instant tetap aja datangnya 1 hari lewat. kita ngk butuh diganti sama poin2 hiburan, kita butuh yg cepet.",1,negatif
sistem pencarian sering error teruuus kecewa padahal sinyal stabil,1,negatif
pelayanan sangat memuaskan.cepat dan tanggap,5,positif
akun saya di hack. pengamananya kurang. dan admin malah dukung simaling buat tutup akun saya. Untung masih ada shoppe,1,negatif
"mudah dan hemat,,",5,positif
"Walau hujan tetap antar pesanan, semoga sehat dan sukses selalu. Terimakasih.",5,positif
PENGIRIMAN LAMBAT!!!,1,negatif
bagus banget langsung bisa terbayar ga lag,5,positif
sangat membantu,4,positif
murce,5,positif
kenapa sekarang jadi lemot banget yah?,3,netral
sesuai,5,positif
"Gila ,baru sekali pake udh raib dari setengah thr saya banyak penipu gk jelas mau lapor kemana terimakasih diskonnya saldo saya langsung kosong.",2,negatif
lumayan cepat,5,positif
keren,5,positif
mantap,5,positif
pengembalian barang ribet banget udah semua bukti di kirim tetep ajah di persulit dan ga bisa di kembalikan..malah membela penjual produk palsu. .dari pada konsumen yang sering belanja jadi males,1,negatif
pengiriman lama,1,negatif
"barang yg kita retur ga sampai ke penjualnya dan uang nya belum di kembalikan, mending beli langsung aja",1,negatif
bgus buanget pokonya🥰,5,positif
ok baik,5,positif
keren,3,netral
aplikasi jelek,1,negatif
"saya selaku driver gojek kecewa, setiap dpt orderan tokopedia sering sekali cancel otomatis,..jelas ini merugikan driver dan buyer.",1,negatif
"Terjadi beberapa bug saat proses pembelian, tidak ada keterangan saat digulir ke bawah pada sesi pembelian. mungkin tambahkan logika baru seperti, jika proses loading terlalu lama maka akan terjadi pembatalan loading. tapi ini mungkin akan terjadi perubahan yang signifikan pada arsitektur aplikasi.",4,positif
nyaman dah,5,positif
"makin kesini makin parah, udah lemot, sering error, banyak gangguan",1,negatif
Good aplikasi,5,positif
good lah,4,positif
"Semoga lebih banyak promo & potongan diskon, cek toko2 yang mengecewakan pelanggan",5,positif
buka aplikasi nya lemot,1,negatif
okeesi,5,positif
nice,5,positif
woiii sistem instan lu peaa... benerin wwoiiii gua driver belum ada 15 menit udah mau sampai titik pikup cancle sistem,2,negatif
sangat membantu.,5,positif
baik,5,positif
Sangat membantu,5,positif
mantap,5,positif
Isi token dapat diskon 👍,5,positif
Suka banget belanja di sini. Banyak diskon dan promonya,5,positif
Okay...,5,positif
"semua voucher di Tokopedia gimick semua gaada yang bisa dipake,voucher pengguna baru gabisa dipake padahal baru download dan baru login,pernah dulu sudah pake voucher nya malah pesanan nya dibatalin,kecewa banget,saran kalo voucher nya gabisa dipake gausah menyadiakan voucher gimick yang gabisa dipake",2,negatif
tgl 23 maret 2026 beli barang di cancel..dan tiba2 ada transaksi pembelian pulsa di tgl 24 februari 2026 harusnya uang di kembalikan saldo..eh tiba-tiba habis di bobol orang untuk beli pulsa..kok bisa saldo di akun saya di bobol gitu..berarti sistem di tokopedia kacau..,1,negatif
"Mantaaaap,,mudah di segala proses,,,",5,positif
Suka belanja di Tokopedia. Ada gratis ongkir.,5,positif
"setiap mau cekout, selalu gagal, promo tidak tersedia,. padahal ga nyari promo,.",1,negatif
bagus,5,positif
sejujurnya agak kesal dengan pesanan yang sudah di bayar namun malah di batalkan,1,negatif
error parah,1,negatif
"Banyak Toko"" goib yang menjual barang elektronik/ yang lainnya tapi barangnya sold dan tetap di jual, yang bikin kesel bot nya dia mengatakan barang tersedia sesuai etalase pas di checkout seller nya pun bilangnya akan di proses, setelah menunggu lama dan itu pun sudah saya teror agar mengirim barangnya mereka seller"" nakal enteng ngomong kalau barang tidak lolos QC atau ternyata barangnya sudah sold DLL, intinya banyak toko"" yang JOKI BINTANG, pembeli nya lumayan tapi yang rating cuma sedikit",2,negatif
"setiap saya pesan produk, beberapa hari kemudian malah dibatalkan, ini gimana sih ? model apaan nih kayak gini ? dasar payah, kebangetan 😒😒😒☹️☹️😠😠😠",2,negatif
terbaik,5,positif
ada vocher per1 kali beli gabisa dipakai,1,negatif
Tetap bertahan di jalur hijau...!!!,5,positif
pelayanan baik,5,positif
"Saya sudah sangat lama berlangganan Tokopedia untuk belanja keperluan kami sekeluarga,tapi sejak 23 Maret 2026 ini belum belanja lagi,entah kenapa voucher2 PLUS tidak bisa diklaim,gratis ongkirnya juga tidak ada,jadi males belanja lagi disini karena malah hitungannya jadi lebih mahal dari toko offline,mulai beralih ke aplikasi lain yang lebih murah dengan gratis ongkirnya...",3,netral
ribet,2,negatif
"Apa Tokopedia sudah mau bangkrut?Gratis ongkirnya diganti bonus ongkir,jadi males belanja,bisa bisa semua pengguna aplikasi tokopedia akan pindah ke aplikasi tetangga,sungguh mengecewakan 😑 tadinya mau saya kasih 1 bintang bila perlu stengah bintang saking gemesnya saya karna pelitnya tokopedia mengenai ongkir 😑 😑😑",3,netral
banyak aturan bentar lagi kaya lazada,1,negatif
harga nya EDAN EDANAN Ga sesuai dijual seller setelah mau take in..,1,negatif
"Tokopedia clinic sistem yang menyusahkan orang beli obat, di paksa order sesuai rekomendasi, padahal harga mahal, mau order ditoko lain tidak bisa beli",1,negatif
"mau beli obat susah , di rekomendasikan toko lebih mahal, mau beli di toko lain lebih harga terjangkau tidak bisa ngulang chat Tokopedia Farma lagi sistem nya bobrok",1,negatif
"Tokopedia mau beli obat di buat susah padahal beli loh , mau lihat review di tokonya malah muncul tulisan obat keras harus chat Tokopedia farma , padahal mau lihat review toko apakah exp nya lama atau tidak, terus mau beli di toko tersebut harga yang lebih terjangkau tidak bisa , harus di paksa order di toko yang di rekomendasikan Tokopedia farma nya aneh maksa banget padahal kami order lihat harga juga dan review sistem nya sungguh tidak ramah , sudah bagus chat dokter yang dulu sepertihalodoc",2,negatif
Bagus,5,positif
suruh daftar plus bgitu daftar 150rb lgsg d cabut keterangan melanggar padahal baru mau belanja maaaliiiinggggg.......,1,negatif
sangat membantu dan mantapppp....,5,positif
Parah nih,5,positif
ok,5,positif
mantappp👍👍👍👍👍👍👍👍👍👍👍👍,5,positif
𝑎𝑘𝑢 𝑘𝑎𝑠𝑜ℎ 𝑏𝑖𝑛𝑡𝑎𝑛𝑔 1 𝑘𝑟𝑛 𝑏𝑙𝑚 𝑡𝑎𝑢 𝑏𝑎𝑔𝑢𝑠 𝑛𝑦𝑎 𝑠𝑒𝑝𝑒𝑟𝑡𝑖 𝑎𝑝𝑎 𝑐𝑎𝑟𝑎 𝑘𝑒𝑟𝑗𝑎 𝑛𝑦𝑎,1,negatif
Tololpedia,1,negatif
sangat puas,5,positif
perna minum 6 bl yang lalu sekarangau beli lagi,5,positif
refund gw urusin,1,negatif
"hedeeeh... kenapa harga di Tokopedia sangat mahal dibandingkan Shopee? selisihnya gila untuk produk yg sama. klihatannya saja harga sama, eee ongkos kirimnya yg dinaikin sampe pohon cemara. bahkan dibantu voucher2 nya pun harga gak mampu bersainh",3,netral
"Aplikasi aneh, gendeng, setan. promonya gabisa di pake padahal belum pernah co apa-apa. developer tolong di baikin gimana sih ini aneh banget aplikasinya 😡😡😡🤬🤬",1,negatif
cs gak bisa selesaikan masalah,1,negatif
"voucher diskon langganan plus 5rb dan 5% dan gratis ongkir tdk bisa d klaim dr kemarin 24 maret 2026,dan banyak seller yg gagal kirim pesanan,dan voucher ikut hangus",3,netral
tidak ada panduan yang baik pada penggunaan baru,1,negatif
"murah murah, ter de best pokona",5,positif
keren,5,positif
top markotop,5,positif
Nice,5,positif
seru banget bisa belanja online di Tokopedia sampai harga ada yang murah dan mahal,5,positif
baik abiak,5,positif
oke bagus mantap,5,positif
baik,5,positif
aplikasi tergajelas voucher suka tiba tiba ilang wkwk males.,1,negatif
ok,5,positif
kecewa sama kurirnya,2,negatif
sangat membantu,4,positif
(0psional) Bagikan Pendapat Anda. okay,5,positif
oke,4,positif
ok,5,positif
tokped .. kenapa gak bisa buka pesan ??,2,negatif
kereeenss,5,positif
"kenapa sekarang gak ada gratis ongkir ada masalah apa ini, jadi menghambat belanja di aplikasi ini apakah selamanya seperti ini. kalau selamanya seperti ini sy hapus aplikasi ini ganti aplikasi lain aja lihat aja sementara sy cuma pegang Tokopedia aja 1 toko shop, tunggu ganti bulan April pertengahan",1,negatif
"aplikasi kacau banget, terutama pada pembelian obat dan chat dokter ribet luar biasa",1,negatif
banyak seller yg kerjanya kampungan dan tokped cuek aja.... CS nya juga payah....pake AI tapi ya kelas kampungan juga,1,negatif
bagus dan mantap,5,positif
mantap,5,positif
"Masih ada ruang utk berkembang, spt optimalisasi agar aplikasi lebih ringan. Terima kasih Tokopedia",4,positif
"hapus JNE dari layanan gratis ongkir! hadehhh capek dah, males banget 😑",5,positif
"ada kendala dengan pemesanan, tp susah sekali komunikasi dengan cust care nya... ada indikasi penipuan dari pihak jasa pengiriman atau seller nya,,, susah sekali hubungi cust care nya untuk konfirmasi",1,negatif
"(13 maret 2026)tokopedia care tidak ada respon, beli pulsa 300.000 tidak ada masuk dan uang tidak kembali. Sudah hubungi tokopedia care, minta invoice tapi setelah itu menghilang. setelah 13 maret bikin ulasan pelayanan jelek dari tokopedia care, hari ini rabu 25 maret, akun saya diretas jam 05.34. hati2 pengguna tokopedia, mending tutup akun dari sekarang daripada diretas dan disalah gunakan",1,negatif
"bukan jadi pilihan utama sebab harganya lebih mahal, sistem pembayaran gak fkexibe terutama untuk pelaku COD/COD Chek Dulu sebagai upaya aman belanja kepedagang nakal, pelit gratis ongkir, promo dan diskon yang merupakan pilihan sebelum belanja, penyelesaian masalah minus, harus lebih bersaing dalam semua hal dengan market place tetangga milik Aseng, TokPed itu produk & karya Anak Bangsa harusnya tau psikologi market Bangsa sendiri supaya jadi raja dinegri sendiri bukan cuma tempat survey harga",1,negatif
Sangat buruk 👎,1,negatif
ya. pelanggan baru.. mudah2 an dapat promo,5,positif
beberapa kali ini pesan barang di tokopedia via same day ataupun instant kurir selalu tidak tepat waktu .... ujung ujungnya di batalkan sistem pengen tutup aplikasi.,1,negatif
semoga sesuai,5,positif
josss,5,positif
nggak bisa checkout barang,1,negatif
ok baik,5,positif
terlalu sering masuk notif Spam ke hp.. muak,1,negatif
lebih kpmplit bisa pilih pilih dari. rumah,5,positif
sangat lambat proses pengirimannya. wes cukup sekali saja saya gunakan apk Tokopedia,1,negatif
eror gabisa checkout,1,negatif
Sangat puas,5,positif
top,5,positif
mantap,5,positif
GK ngotak anjirrr ongkir nya mahal amat katanya gratis ongkir 19k 20k Ampe 25k,1,negatif
"aplikasi 🐶 emang, lemot minim gratis ongkir, chat dokter upload foto resep keluar aplikasi mulu.",1,negatif
baru pertama pake tokopedia semoga lancar,5,positif
cepat dan murce,5,positif
lemot,1,negatif
"sebenarnya nya cukup bagus tapi tolong panjangkan kata untuk ""catatan untuk kurir""dari 45 bisa sampai 100/150 agar alamat bisa jelas dan kalau paket sudah ditangan kurir tolong dibagikan kontak kurir di aplikasi agar bisa dihubungi pembeli,agar paket tidak nyasar kerumah orang lain",4,positif
good,5,positif
mantaf,5,positif
bagus,5,positif
ok,5,positif
sekarang udah ga pernah ada lagi gratis ongkir. udah mau bangkrut kayanya nyusul bukalapak. cuma toko oren yg masih ada gratis ongkir 👍,4,positif
"Jelek penangan , pembatalan sulit lelet bagusan shopee",1,negatif
semoga berhasil,5,positif
aplikasi makin tahun makin lemot . mungkin bisa dipercepat aplikasinya boss . biar pengguna makin nyamaman . sdah gk kayak dulu,5,positif
mantap,5,positif
sangat puas belanja di toko pedia,5,positif
mantap,5,positif
jos nggalek 👍🏼🤙🏻🙏🏼,5,positif
OK,5,positif
Mantap tokopedia,5,positif
"Aplikasi kikir, baru bikin akun udah masuk menu pembayaran malah gak bisa, harga berubah, voucher gak bisa dipake, sampah. udah paling bagus sistemnya shopee emang gak pelit kaya ini",1,negatif
pembayaran ewallet kurang lengkap dan pembayaran COD hampir tidak ada di setiap transaksi. dan juga biaya masih tergolong paling muahal🤦‍♂️,1,negatif
TAIIIK GAK BISA DI BUKA APA,1,negatif
sangat memuaskan,5,positif
belanja di tokopedia memang amanah dan bagus sukses selalu untuk tokopedia dan toko2 yg ada ditokopedia juga untuk kurir🤗🙏,5,positif
"belanja nya si bisa, pengirimannya lama hadeh",1,negatif
hati hati di dalam toko ini banyak modus saya kena tipu,1,negatif
"overall bagus, cuma notif mulu jd berisik",4,positif
cepet transaksi nya,4,positif
tidak bisa pembayaran tagihan .giliran telat kena denda.,1,negatif
"Sistem penarikan saldo kalian itu menjebak antara tiktok dan Tokopedia! Giliran narik user buat nonton video dan undang teman gampang banget, tapi pas mau cairin saldo 60rb malah dikunci pakai syarat KTP yang ribet. Akun Tokopedia udah ada tapi nggak bisa disambungin. Jangan bikin fitur saldo kalau ujung-ujungnya cuma mau 'nyandera' duit orang biar nggak bisa ditarik. Benar-benar nggak becus!",1,negatif
ttp amanah terimakasih tokped sukses selalu,5,positif
elegan,5,positif
good,5,positif
"ngebug, mau co pake dana gak bisa pdhl harga barang 58rb saldo aku 61rb tapi di tampilan tokped nya 161rb 💔 udh coba co katanya eror aneh",1,negatif
👍,5,positif
"Ada yg dapat free ongkir dan ada yg gak dapat free ongkir di akun anggota keluarga ku. Dan AKUN Toped masih berlangganan PLUS, namun gak bisa pakai kupon Plus maupun dapat free ongkir. Dulu berlangganan Plus paket 6 bulan murah, sekarang paket 1 bulan dan 6 bulan sama saja 150rb. Klo gak ada bug yang bikin mendadak gak dapat free ongkir, bayar 150rb per bulan masih balik modal jika belanja tiap hari. Tapi dg resiko mendadak gak dapat Free Ongkir, bayar berlangganan PLUS Nggak WORTH IT, no way.",2,negatif
Knp baru bikin akun shop online malah bug? pdhal jaringan bagus dan muatan ok. 😑,2,negatif
"update, beli paket plus, tp blom masa berakhir udah gk bs klaim voucher diskon 5rb, hahahaa ngakak dah, mnding jangan jual paket plus klo gk bs pegang pelayanan. rugi saya",1,negatif
Sangat Baik,5,positif
"voucher tidak bisa di pakai padahal pengguna baru, begitu saya ganti pakai nomor baru, bisa di pakai voucher nya tapi pesanan dibatalkan tanpa sebab, saya heran ini kenapa ya, cuma di apk ini begitu yang lain biasa aja, saya harap bisa diperbaiki bug/kendala yang tidak berkenan.",1,negatif
sangat mudah bertransaksi,5,positif
"Sudah bayar lewat DANA tapi transaksi di Tokopedia nya hilang, setelah tanya ke penjual katanya status pembelian dibatalkan padahal engga saya batalkan, berarti ada semacam bug, harus nunggu refund dulu deh.",1,negatif
"""Promo"" narasi nya BELI 2 BARANG , DAPAT 800rb setelah CO , dan ketika sudah CO dapat voucher 4 yaa memang senilai 800rb , dan untuk klaim voucher tersebut ada MINIMAL TRANSAKSI DAN ITEM TERTENTU , wkwkwk TIPU MUSLIHAT , dah itu aja",1,negatif
mau beli obat buat jaga-jaga aja ribet banget,1,negatif
tokonya banyak yg ga amanah,1,negatif
aplikasi leletttt,3,netral
malah gabisa checkout apaan banget si ini apk,1,negatif
🗿👍lebih mantap dari toko S,5,positif
bagus,5,positif
bagus,5,positif
pelayanan yg sangat bagus sekali,5,positif
Tokped kok parah ya sekarang...bisa kecolongan jual barang palsu.2x hubungi CS gada solusinya. Brg udah diterima tp status J&T gagal kirim udah hubungi courrier yg biasa antar gafa jawaban...skr kejadian COD byr 3brg terima cuma 2 tanya J&T katanya mereka cuma terima 2brg. 1 brg lagi kemana? Jadi siapa yang salah J&T atau Tokopedia ? Apa karena Tokopedia di akuisisi TokTek jadi begini ?Setelah sekian lama gunakan tokped terpaksa uninstall,1,negatif
cepat n praktis,5,positif
bagus,5,positif
jelek,1,negatif
"ribet banget make tokopedia kalo status nya pengguna baru, dapat diskon gede susah nya minta ampun, pas mau beli ga bisa ini ga bisa itu,, promo tidak berlaku hedeh, ga kaya di shopee simpel ga ribet, pantas banyak yang suka pake shopee kerna mudah",1,negatif
nambah ribet beli di tokopedia. promo tidak berlaku jadi belanja harus tidak pakai promo. si klik biar ga pake promo tetep aja ga bisa. belanja tinggal klik bayar ko ada pemberitahuan oops transaksi tidak bisa d proses. diskon barang sudah tertera dengan sendirinya dan harga yg terpampang di barang juga harga discount yg muncul dengan sendiri. kenapa giliran mau d bayar tinggal klik ko transaksi tidak bisa d proses?? kalau emang ga boleh beli pake diskon mestinya discount ga muncul d layar.,4,positif
bagussss,5,positif
"kenapa sekarang Tokopedia tidak ada pengiriman satu hari sampai? dulu keknya ada pake JNE YES, sekarang kenapa ngga ada? susah jadinya",2,negatif
bagus mantap,5,positif
langganan plus nya sangat mahal itupun cuman sebulan kalah sama aplikasi oren yang cuman 30rb untuk 3 bulan dan keuntungan juga lebih banyak,1,negatif
mantap,5,positif
cakep,5,positif
mantapppppp,5,positif
promo gabisa dipake,2,negatif
kaki mja bgus sesuai deskripsii,5,positif
aplikasi eror aplikasi eror tiap habis scrol Nemu barang terus keluar lagi mau lanjut scrol ehhh malah reset lagi udah cape cape nentuin harga malah balik lagi ke default,1,negatif
aplikasi kayak jembot mau daftar ngak bisa nomor sebelumnya nya sudah didaftarkan lupa sandi kode otp ngak masuk mau daftar pakai nomor hp sendiri ngak bisa jembot,1,negatif
mntap sekali,5,positif
pembayaran lebih mudaj dan efesien,5,positif
jos jis,3,netral
"awalnya msh bertahan pk tokped karna tuk kebutuhan beli obat, tp skrg mau cekout obat buat pnykit dm aja kudu konsul chat dokter lewat tokped, jd ribet pdhl obat yg d beli obat wajib konsumsi harian",1,negatif
sangat membantu,5,positif
"kenapa sekarang gak ada voucher gratis ongkirnya ya? klo gak salah mulai bln puasa sampe sekarang H+2 lebaran aku cek gak ada lagi voucher gratis ongkirnya, ah jadi gak bisa belanja lagi di tokopedia, pdhl dari dulu seringnya blanja di tokopedia itu krn ada voucher gratis ongkir dan voucher diskon2nya. ya udahlah beralih ke lapak sebelah aja lah.",1,negatif
mending shopee karena ekspedisi dari toko pedia selalu mengkecewakan dan selalu telat,2,negatif
kalau sekarang pesan di tokped kalau masalah pengembalian dananya prosesnya lama gak kaya dulu,3,netral
"kebanyakan bertele2 soal refund.komplain sudah berminggu-minggu belum ada ke jelasan,muter-muter aja di situ masalah nya",1,negatif
"ribet gk kaya app sebelah, dikit dikit ""ada gangguan di rumah tokped"" pantes aja pada gk betah pake tokped. di perbaiki lagi",1,negatif
bagus,5,positif
good,5,positif
oke mulus tanpa jeda di ANDROID VERSI 6.0,5,positif
pencarian aneh semenjak generate AI cacat,1,negatif
semoga terpercaya,5,positif
"pelan"" pindah ke orange .. makin kesini makin ribet .. apalagi mo jualan .. padahal uda pakai bertahun"" si ijo ..tpi mo jualan dipersulit harus daftar lagi ke tiktok eh malah ga bsa dipake karena ga au kenapa id ktp limit .. welll time to say goodbye ..",1,negatif
bagus,5,positif
ZOSSSSSS BOSQU,5,positif
"Barang yang kucari tidak ada. Aku mencari senapan mainan Kar98K, tapi yang ditampilin malah senapan mainan lain. Seharusnya, utamakan tampilkan produk yang ku cari, bukan produk serupa",1,negatif
"min untuk pengajuan refund dana ke gopay mengapa lama sekali prosesnya, chat cs di pusat bantuan juga gada respon. tolong dong!!!",1,negatif
Terima kasih Tokopedia,5,positif
ok,5,positif
"item komplit cuman aplikasi nya kadang suka tidak ada internet lah, sedang ada masalah lah, gak bisa inilah, transaksi gagal dibatalkan. padahal saya niatnya bayar pake dana entah kenapa tiba tiba berpindah ke bank dan transaksi nya tidak bisa dibatalkan dari aplikasi nya. sangat menggangu",1,negatif
baik,4,positif
aplikasinya bagus,5,positif
tidak mau di instal gagal terus,2,negatif
mohon penjelajah lebih lanjut saya pelanggang pemula,5,positif
gak bisa uplod foto,4,positif
ok,5,positif
👍,4,positif
Aplikasi tokopedia tidak bisa dibuka dah dihapus instal lagi tetap tidak bisa terbuka. Apa lagi error ya,2,negatif
aplikasi trbaik,5,positif
SETIAP CHECKOUT DI TOKPED MENGGUNAKAN VOCHER GRATIS ONGKIR SELALU TERKENDALA DI PENGIRIMAN. KALO NGGAK NIAT NGASIH FREE ONGKIR MENDING JANGAN NGASIH DARIPADA DIKASIH PELAYANAN SANGAT BURUK SAAT PENGIRIMAN.,1,negatif
ribet bgt sih skrg kalo mau beli obat. wajib chat dokter. mana ga bisa banyak beli obatnya. ga bisa buat stok obat. jadi bisanya beli 1 strip dan langsung ke halaman co gitu langsung kena ongkir. kalo mau beli obat di toko yg sama gimana?? ga bisa,1,negatif
login di Hp gak bisa.. masukan kode verifikasi mutar2 trs,2,negatif
"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah",1,negatif
bagus,5,positif
mantep,5,positif
bagus,5,positif
mulai bosok,1,negatif
good,5,positif
makasih oke toped,5,positif
keren,5,positif
"tolong di tambahkan fitur terakhir di lihat di akun , seperti di aplikasi Oren",3,netral
login nya di bikin ribet,1,negatif
"belanja mudah,dan dapat banyak potongan. trimakasih Tokopedia😍😘",5,positif
jangan beli di Tokopedia susah untuk pembatalan harus butuh persetujuan tokonya ga ke lazada sama tiktok shop baru mesen blum di Terima kurir bisa batal tanpa persetujuan,1,negatif
"kalo boleh jujur dalam pelayanan perubahan nomer telpon akun seperti dipersulit, sudah pengajuan puluhan kali lebih, ditunggu dari beberapa tahun lalu hingga sekarang namun sama saja tidak ada tanggapan, gak kaya si sebelah yg respon cepet, fix kecewa berat sih sebagai pengguna loyal tokopedia sejak lama... tolong at least diberi kemudah responya, itu aja sih.. tenkyu..",1,negatif
tolong responsif kalo ada keluhan. mending pakai shopee emang. nyesel banget pesen lewat apk ini,1,negatif
good,5,positif
"pesanan tak kunjung datang tapi di aplikasi sudah tertera terkirim dan diterima sedangkan saya tidak ada menerimanya, apakah tokopedia ada menjalin kerjasama/ kontrak dengan pihak pengirim??",1,negatif
sementara gak bisa menghubungkan akun dana,1,negatif
apk ini nge lag kalo di hp ku,1,negatif
aplikasinya super mantap👍👍👍👍👍 dan tidak pernah mengecewakan💝,5,positif
"kecewa banget, padahal lagi ngadu karna abis di tipu eh malah akun tiba tiba di nonaktivkan, mana tokopedia care ribet banget lagi",1,negatif
sangat bagus cepat tapi tolong dong aplikasi payment nya bisa terkoneksi dengan aplikasi aplikasi payment yang lain seperti dana dll.,4,positif
"mantap.barangnya ori""",5,positif
"peforma makin buruk...loading lama,padahal jaringan stabil",1,negatif
"Setelah update malah log out akun sendiri. Pas udah log in ulang, wishlist sama toko favorit hilang. Lucu lu Tokped.",1,negatif
"aplikasi berat, lelet seperti sengaja dibuat lelet, padahal buat YT lancar tp buka ini gambar saja gak kuat muncul. perlu kompres kalau niat mah",1,negatif
good,5,positif
bagus,5,positif
ok banget,5,positif
mahal ongkir,1,negatif
kapok beli di Tokopedia beli tanggal 17 estimasi tiba tanggal 20-25 terus gua tinggal tidur sebentar Langsung di ganti tanggal 21 - 29,1,negatif
saya terkena PENIPUAN SAMPAI 5 JUTA respon nya lama sekali,1,negatif
"pesanan saya masih menunggu kurir padahal udah lebih dari 15 hari kerja saya meminta pembataln tidak bisa, aplikasi bodok",1,negatif
kenapa setiap kali saya menukarkan vocer Tokopedia selalu muncul tulisan terjadi kesalahan sistem coba beberapa saat lagi saya sudah menunggu 2 hari tapi masih sama saja vocer Tokopedia Saya tidak bisa di redem,2,negatif
mudah aman simple,4,positif
apkasinya banyak Masalah pebanyaran di kembalikan padahal saldo Dana Ada,1,negatif
kenapa sya baru login trus mau chekout tidakbisa,4,positif
tepat waktu dan harga pas,5,positif
pratktis,5,positif
"mesin pencarinya loading doank kagak munculin hasil nya, sekarang parah banget, padahal dulu andalannya tokped",1,negatif
"Tokopedia ini bener² keren, sekarang seler penipu lolos barang GK sesuai komplain minta pengembalian dana sebulan prosesnya cuman di kasih dalam pengecekan yg lain tiga hari kerja langsung cair Tokopedia 30hari kerja belum kelar mantap kelas lah pokoknya mantap semoga lancar terus Tokopedia,",5,positif
baikkk cepat,5,positif
bagus,5,positif
"Tokopedia makin kesini makin aneh, GRATIS ONGKIR saja ga ada sama sekali, sudah saya UNINSTAL bberapa minggu lalu, terus saya coba install lagi ternyata masih sama GRATIS ONGKIR Tetap ga ada. sangat MENGECEWAKAN!!! UNINSTAL LAGI SAJA DAH MENDING PAKAI SHOPEE BANYAK GRATIS ONGKIRNYA!",1,negatif
tidak baik,1,negatif
bagus,5,positif
"Terimakasih Tokopedia, sejak 12 Februari akun saya tiba-tiba tidak lagi mendapatkan kupon gratis ongkir setelah Tokopedia Plus yg saya dapatkan secara gratis berakhir masa berlakunya, saya juga sudah memutuskan untuk pindah ke Shopee karena selain selalu gratis ongkir, saya juga mendapatkan fasilitas cicilan bunga 0% hingga 12 bulan dari Spaylater, tidak seperti bunga gopaylater yg terlalu tinggi dan banyak biaya yg tidak masuk akal, Terimakasih sudah mengecewakan pelanggan setia sejak 2018",1,negatif
